,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
10187,EZYV5978,Europe,3,N,Y,4949,1949,West,29982.73,4,Y,0
10188,EZYV1161,Asia,1,N,N,5190,2007,West,38556.23,4,Y,0
10189,EZYV25369,North America,2,Y,N,2814,2000,Northeast,110763.74,4,Y,1
10190,EZYV5956,Asia,1,Y,N,358,1967,Midwest,172824.98,4,Y,1
10191,EZYV8968,Asia,1,N,N,16752,2007,South,58703.59,4,Y,0
10192,EZYV18116,Asia,2,N,N,2022,2001,Northeast,119087.02,4,N,1
10193,EZYV6251,Asia,1,N,N,137,1985,South,301.2781,1,Y,0
10194,EZYV16431,Asia,2,Y,N,1737,1914,Northeast,91448.83,4,Y,0
10195,EZYV5303,Asia,3,Y,N,500,1855,West,95966.48,4,Y,0
10196,EZYV2769,Asia,1,N,N,2391,1853,Northeast,34700.69,4,Y,0
10197,EZYV2635,Asia,1,N,N,1702,2003,West,15668.32,4,Y,0
10198,EZYV15031,Asia,2,Y,N,2643,2009,Midwest,143335.37,4,N,1
10199,EZYV13360,Europe,2,N,N,471,1996,Northeast,37706.4,4,Y,1
10200,EZYV1574,Europe,2,Y,N,3255,1966,South,98988.1,4,Y,1
10201,EZYV14888,Asia,1,Y,N,4374,1985,Midwest,107692.42,4,Y,1
10202,EZYV10690,Africa,2,N,N,2037,1992,South,73328.34,4,N,1
10203,EZYV23701,South America,1,Y,N,4998,1989,Northeast,75282.07,4,Y,0
10204,EZYV3952,Asia,1,Y,N,1293,1998,Northeast,85453.5,4,Y,0
10205,EZYV19533,Asia,1,N,N,3529,1995,Northeast,8368.58,4,Y,0
10206,EZYV21439,North America,2,Y,N,99,1817,Midwest,131909.96,4,Y,1
10207,EZYV3368,North America,2,Y,N,3554,1976,Midwest,103581.83,4,Y,1
10208,EZYV24524,Europe,2,N,Y,606,2006,West,77925.25,4,Y,1
10209,EZYV23286,Asia,1,N,Y,101,1885,South,70037.05,4,Y,0
10210,EZYV13436,Asia,3,Y,N,688,1880,Northeast,63895.16,4,Y,0
10211,EZYV1330,Asia,1,N,N,67,1986,West,73508.06,4,Y,0
10212,EZYV16388,Asia,1,Y,N,2182,1988,Northeast,137274.58,4,Y,1
10213,EZYV3917,Asia,1,N,Y,693,1979,South,81296.02,4,Y,0
10214,EZYV3773,Africa,3,Y,N,1000,2008,Northeast,66194.39,4,Y,0
10215,EZYV5485,Europe,2,Y,N,3405,2011,South,29151.32,4,Y,1
10216,EZYV6082,Europe,3,N,N,266,2013,West,29586.28,4,Y,0
10217,EZYV7386,Asia,2,N,N,1660,1995,South,39935.85,4,Y,1
10218,EZYV13382,Asia,1,N,N,1384,1969,Northeast,545.039,1,Y,1
10219,EZYV1051,Asia,2,Y,N,18697,1965,Midwest,32222.36,4,Y,1
10220,EZYV11543,Asia,2,Y,N,101941,1975,Northeast,80889.54,4,Y,1
10221,EZYV21932,North America,1,N,N,2815,1883,Northeast,39.8843,1,Y,1
10222,EZYV10079,North America,2,Y,Y,19143,1898,Northeast,117784.5,4,Y,0
10223,EZYV624,Europe,1,Y,N,4746,1980,West,209993.78,4,Y,0
10224,EZYV8010,Asia,3,Y,Y,1622,1976,Northeast,44127.86,4,Y,0
10225,EZYV15158,Asia,4,N,N,1096,2001,West,139482.71,4,Y,1
10226,EZYV3886,North America,4,N,Y,1591,1998,West,93038.87,4,Y,0
10227,EZYV9532,Asia,2,N,N,646,2012,Midwest,145248.41,4,Y,1
10228,EZYV25340,Asia,1,Y,N,1073,2002,West,100824.65,4,Y,0
10229,EZYV17366,Asia,2,Y,N,1880,2003,West,2949.5,4,Y,0
10230,EZYV9293,Asia,1,N,N,4135,2003,West,643.4375,1,Y,0
10231,EZYV24699,Asia,2,Y,N,3758,1984,West,132228.64,4,N,1
10232,EZYV3081,Asia,1,N,N,2154,1961,West,85721.94,4,Y,0
10233,EZYV12511,Asia,2,N,N,2633,2011,Northeast,233013.3,4,Y,0
10234,EZYV14943,Asia,1,Y,N,4084,1887,Northeast,1503.74,4,Y,1
10235,EZYV11987,Europe,4,N,N,5293,2008,Midwest,13752.44,4,Y,1
10236,EZYV1502,Asia,2,Y,N,3724,1991,South,91667.05,4,Y,1
10237,EZYV4996,Asia,2,N,N,232,1983,Midwest,96065.76,4,Y,1
10238,EZYV9782,Oceania,2,Y,N,530,1993,West,66412.32,4,Y,1
10239,EZYV17409,Asia,2,Y,N,3177,1989,West,89655.93,4,Y,1
10240,EZYV21266,Asia,1,N,N,1603,2008,West,16639.36,4,Y,1
10241,EZYV16181,Asia,1,Y,N,819,2009,West,45363.79,4,Y,1
10242,EZYV11751,Europe,1,N,N,2852,2008,South,59917.08,4,Y,1
10243,EZYV17100,Oceania,1,Y,N,1441,1996,Northeast,20510.44,4,Y,1
10244,EZYV16801,Europe,1,Y,N,4312,1924,West,30099.84,4,Y,1
10245,EZYV22496,Europe,2,N,N,2649,2007,Midwest,101.73,1,Y,1
10246,EZYV18026,Asia,2,N,N,291,1977,South,56585.82,4,Y,0
10247,EZYV7771,Asia,1,N,N,619,1977,Island,136875.33,4,Y,0
10248,EZYV20825,Europe,4,Y,N,367,2010,Midwest,21298.97,4,Y,1
10249,EZYV2533,Asia,2,Y,N,4365,1838,Midwest,148542.75,4,Y,1
10250,EZYV8709,Asia,4,Y,N,787,2005,West,4240.15,4,Y,1
10251,EZYV17672,Asia,3,Y,Y,1534,2004,Island,66211.81,4,Y,1
10252,EZYV1101,Asia,2,N,N,485,1952,Midwest,41539.96,4,Y,1
10253,EZYV10324,Europe,1,N,N,1656,2007,Northeast,32870.09,4,Y,1
10254,EZYV19347,Asia,2,N,N,4292,1994,South,36932.78,4,Y,1
10255,EZYV3236,Asia,2,N,N,106,2004,Northeast,133136.57,4,N,0
10256,EZYV18918,North America,1,N,N,300,2009,South,49851.72,4,Y,1
10257,EZYV18818,Asia,1,Y,N,27,2008,Northeast,125412.24,4,Y,1
10258,EZYV1389,North America,2,Y,N,4438,2010,West,1526.57,4,Y,1
10259,EZYV4723,North America,1,Y,N,4849,1993,West,16308.15,4,Y,0
10260,EZYV21948,Europe,1,Y,N,3132,1985,Northeast,707.8056,1,Y,0
10261,EZYV12201,Asia,1,Y,Y,2981,1974,Northeast,79091.78,4,Y,1
10262,EZYV6113,Europe,1,Y,N,8646,1985,South,110606.88,4,Y,1
10263,EZYV4239,Europe,4,Y,N,3354,2000,Northeast,6558.09,4,Y,1
10264,EZYV7979,North America,3,Y,N,1743,1866,South,234.4957,1,Y,1
10265,EZYV6436,Asia,1,Y,N,902,2012,Northeast,74349.52,4,Y,1
10266,EZYV18216,Europe,3,Y,N,2504,2011,Northeast,21119.55,4,Y,1
10267,EZYV5267,North America,1,Y,N,596,2003,West,96477.06,4,Y,0
10268,EZYV15327,Asia,1,N,N,1600,1992,Midwest,90523.41,4,Y,0
10269,EZYV7033,Asia,2,Y,N,166,2007,Midwest,82929.56,4,Y,1
10270,EZYV18335,Europe,1,N,Y,1141,1991,South,54645.56,4,Y,1
10271,EZYV330,Asia,1,Y,N,2698,1970,West,34168.31,4,Y,1
10272,EZYV23144,South America,1,Y,N,255,1997,West,72022.28,4,Y,1
10273,EZYV1473,Europe,4,Y,N,1561,1800,South,43420.11,4,Y,1
10274,EZYV17316,Asia,1,N,N,871,1963,Northeast,97941.58,4,Y,1
10275,EZYV20549,Asia,3,N,N,1636,2004,Northeast,67134.17,4,Y,1
10276,EZYV15164,Asia,3,Y,N,341,2009,Midwest,120946.47,4,Y,0
10277,EZYV17740,Asia,4,Y,N,2799,1999,Northeast,13671.18,4,Y,1
10278,EZYV4523,Asia,2,Y,N,4056,2013,West,28677.45,4,Y,1
10279,EZYV19912,North America,2,N,N,661,2009,Northeast,78076.09,4,N,1
10280,EZYV850,Africa,2,Y,N,1531,2002,West,109611.55,4,Y,1
10281,EZYV21966,Europe,4,Y,Y,2294,2004,West,19003.87,4,Y,1
10282,EZYV17829,Europe,4,Y,N,1002,1995,West,31781.11,4,Y,1
10283,EZYV12125,Asia,2,N,N,2812,1985,Northeast,105336.39,4,N,1
10284,EZYV15970,Asia,2,Y,N,4630,1965,Northeast,139870.88,4,Y,1
10285,EZYV17703,Asia,1,N,N,603,1996,Northeast,559.5928,1,Y,0
10286,EZYV16469,Europe,4,Y,N,14536,1865,Island,83635.92,4,Y,1
10287,EZYV2211,Asia,2,N,Y,2263,2004,West,117123.26,4,Y,0
10288,EZYV23915,Asia,2,N,N,2187,1996,Midwest,93672.56,4,Y,1
10289,EZYV23708,Europe,2,Y,N,2750,2004,West,81208.7,4,Y,1
10290,EZYV21855,Asia,2,N,N,10341,2011,Northeast,147114.27,4,Y,1
10291,EZYV3203,Asia,1,Y,N,3360,1999,West,16257.89,4,Y,1
10292,EZYV5608,Asia,2,Y,N,4296,2008,South,127922.38,4,Y,1
10293,EZYV20217,North America,2,N,N,5474,1867,West,81375.53,4,N,1
10294,EZYV24160,North America,1,Y,N,1058,2001,West,65068.1,4,Y,1
10295,EZYV16866,Europe,1,Y,Y,1254,2001,West,18809.94,4,Y,1
10296,EZYV1285,Asia,2,N,N,283641,1996,Midwest,80991.08,4,Y,1
10297,EZYV13469,Oceania,4,N,N,2208,1989,West,783.4473,1,Y,0
10298,EZYV11617,Asia,3,Y,N,871,2005,South,84151.42,4,Y,0
10299,EZYV8607,Asia,3,Y,N,178,2002,South,70705.67,4,Y,0
10300,EZYV3594,Asia,2,Y,N,3268,2007,Northeast,89508.33,4,N,1
10301,EZYV18854,Asia,1,N,N,1408,1990,South,136.7014,1,Y,0
10302,EZYV25171,Asia,1,Y,N,2623,1998,Northeast,72050.75,4,Y,1
10303,EZYV23748,Asia,4,Y,N,2150,2011,South,51392.91,4,Y,1
10304,EZYV210,Asia,2,N,N,3233,2012,South,62640.94,4,N,1
10305,EZYV12715,Asia,4,Y,N,2439,1990,Midwest,133299.35,4,Y,1
10306,EZYV3272,Asia,1,N,N,1890,1994,South,68324.09,4,Y,0
10307,EZYV4718,North America,4,N,N,1003,1932,West,66929.9,4,N,0
10308,EZYV10287,Asia,1,N,N,1151,1994,Northeast,57714.45,4,Y,0
10309,EZYV1005,Asia,2,Y,N,2427,1989,South,121287.72,4,N,1
10310,EZYV20348,Asia,1,Y,N,54,2004,Northeast,90421.45,4,Y,0
10311,EZYV3149,Europe,1,Y,N,434,2006,Northeast,29396.31,4,Y,1
10312,EZYV20871,Europe,4,N,N,1785,2000,Northeast,65475.15,4,Y,1
10313,EZYV23481,Asia,1,Y,N,1246,2003,West,22221.29,4,Y,0
10314,EZYV10533,Europe,4,Y,N,28027,1998,South,44248.08,4,Y,1
10315,EZYV15248,Asia,2,N,N,5422,1868,Midwest,88903.89,4,Y,1
10316,EZYV8458,North America,4,N,N,5540,1964,Northeast,87498.46,4,Y,1
10317,EZYV11074,Asia,1,Y,N,2113,1966,South,44737.35,4,Y,1
10318,EZYV15830,Asia,2,Y,N,280,2000,South,54408.5,4,Y,1
10319,EZYV11472,Asia,2,N,N,872,1900,West,51836.04,4,Y,0
10320,EZYV6035,Asia,2,N,N,2858,1911,South,121123.08,4,N,1
10321,EZYV12377,Asia,2,Y,N,5778,1925,Northeast,97860.95,4,Y,1
10322,EZYV11526,Asia,1,N,N,2206,1940,West,130837.35,4,Y,0
10323,EZYV20890,South America,1,Y,N,3932,2002,Northeast,63377.43,4,Y,0
10324,EZYV6213,Asia,1,Y,N,1596,2005,South,48569.51,4,Y,1
10325,EZYV20324,Asia,2,Y,N,4435,2006,West,53192.22,4,Y,0
10326,EZYV20590,Europe,1,Y,Y,1820,1993,Northeast,18046.16,4,Y,1
10327,EZYV3543,Asia,1,N,N,3423,1915,Northeast,28120.75,4,Y,0
10328,EZYV15965,Asia,2,N,N,170,1945,West,122013.08,4,Y,0
10329,EZYV254,Europe,2,Y,N,5260,1994,West,91689.54,4,Y,1
10330,EZYV6011,Europe,2,N,Y,3160,2005,West,22392.51,4,Y,1
10331,EZYV25362,Asia,3,N,N,2559,2010,Midwest,107717.62,4,Y,1
10332,EZYV9341,Asia,1,Y,N,3244,2005,South,74880.88,4,Y,1
10333,EZYV2143,Asia,3,N,Y,1430,1937,South,9352.41,4,Y,1
10334,EZYV6093,Asia,3,Y,N,562,1991,West,15728.3,4,Y,0
10335,EZYV6404,Asia,2,N,N,2006,2004,South,4834.25,4,Y,1
10336,EZYV24873,Asia,1,N,N,3855,1968,West,47826.07,4,Y,1
10337,EZYV7633,Asia,1,Y,N,944,2003,Northeast,137297.29,4,Y,1
10338,EZYV1729,Asia,1,Y,N,2246,2000,South,118389.78,4,N,1
10339,EZYV9275,Asia,1,Y,N,5235,2002,Midwest,70232.65,4,Y,1
10340,EZYV1672,North America,3,N,N,2386,1973,Northeast,730.4062,1,Y,0
10341,EZYV23836,Africa,1,N,N,2957,2013,West,77857.77,4,Y,1
10342,EZYV17469,Asia,1,N,N,2036,1985,West,137390.97,4,Y,0
10343,EZYV14678,North America,2,Y,N,1688,1974,West,11477.12,4,Y,1
10344,EZYV16350,Asia,4,Y,N,3359,1968,Northeast,22773.95,4,Y,1
10345,EZYV17592,Europe,2,N,N,33466,2007,West,198781.53,4,Y,1
10346,EZYV11442,Asia,2,Y,N,1297,2008,South,147447.95,4,Y,1
10347,EZYV18866,Asia,2,Y,N,86873,1994,West,80962.43,4,Y,0
10348,EZYV9696,Asia,1,Y,N,4266,1951,Midwest,165837.11,4,Y,1
10349,EZYV14594,Asia,1,Y,N,477,1998,South,74933.25,4,Y,0
10350,EZYV1972,Asia,1,Y,N,3571,1998,South,147705.3,4,Y,1
10351,EZYV22254,Asia,1,Y,N,1817,2004,South,185937.51,4,Y,0
10352,EZYV18833,Asia,1,Y,N,362,2002,South,84874.38,4,Y,1
10353,EZYV23165,Europe,2,Y,Y,4469,2006,South,14500.71,4,Y,1
10354,EZYV15222,Europe,4,Y,N,785,1994,Northeast,26799.46,4,Y,1
10355,EZYV11991,North America,3,N,N,1225,2007,Island,31703.53,4,Y,0
10356,EZYV13056,Asia,4,Y,N,992,1977,South,85173.65,4,Y,1
10357,EZYV23819,Asia,1,N,Y,111,1993,South,112797.99,4,Y,1
10358,EZYV12605,South America,1,Y,N,4986,1817,Northeast,79363.14,4,Y,1
10359,EZYV7808,Asia,2,Y,N,2046,1994,Northeast,115222.69,4,Y,1
10360,EZYV695,North America,3,Y,N,1446,1988,Northeast,62273.39,2,Y,1
10361,EZYV5730,Asia,4,Y,N,2114,1984,Midwest,87799.69,4,Y,1
10362,EZYV22176,Asia,1,N,N,1837,1970,Northeast,28893.47,4,Y,0
10363,EZYV12048,Asia,2,N,Y,1086,1911,South,99705.27,4,Y,1
10364,EZYV14157,Asia,2,Y,N,4186,1981,Northeast,113705.57,4,Y,1
10365,EZYV22749,Europe,1,Y,N,2046,2001,West,59523.7,4,Y,1
10366,EZYV9354,Asia,2,Y,Y,3438,1999,West,79806.47,4,Y,1
10367,EZYV21784,Asia,3,Y,N,704,1998,Midwest,135965.33,4,Y,0
10368,EZYV18086,Asia,1,Y,N,350,1911,South,38133.81,4,Y,0
10369,EZYV24924,Asia,1,Y,N,351,2005,West,73931.82,4,Y,0
10370,EZYV2285,Europe,2,Y,N,1925,1998,West,21979.55,4,Y,1
10371,EZYV22543,North America,4,Y,N,67756,1870,Island,118519.52,4,Y,1
10372,EZYV17500,Europe,3,Y,Y,82,1909,West,63472.81,4,Y,0
10373,EZYV3095,North America,1,Y,N,77715,1878,South,529.3875,1,Y,0
10374,EZYV15171,Asia,4,Y,N,5414,2004,South,30092.42,4,Y,1
10375,EZYV1678,Asia,1,Y,Y,2468,2005,South,11781.12,4,Y,1
10376,EZYV7365,Asia,2,Y,N,1106,2008,Midwest,51212.07,4,Y,1
10377,EZYV2115,Asia,2,Y,N,2030,1965,West,277281.01,4,N,1
10378,EZYV24021,Asia,1,Y,Y,22097,1948,South,32960.51,4,Y,1
10379,EZYV2274,Asia,2,Y,N,1976,1962,Midwest,275627.59,4,Y,1
10380,EZYV25100,Asia,1,Y,Y,83,1946,South,35701.37,4,Y,1
10381,EZYV17688,Europe,2,N,N,2243,2005,Northeast,741.6666,1,Y,0
10382,EZYV3245,North America,2,Y,N,3868,1993,Northeast,52337.5,4,Y,1
10383,EZYV21288,Asia,1,N,N,183,2008,South,20015.02,4,Y,1
10384,EZYV20856,North America,1,N,N,3538,1998,South,161108.31,4,Y,1
10385,EZYV6183,Asia,2,N,N,1528,1890,Northeast,140198.62,4,N,1
10386,EZYV11293,Asia,1,Y,N,4682,2005,West,48990.93,4,Y,1
10387,EZYV5042,Asia,1,N,Y,1452,1922,West,7773.02,4,Y,0
10388,EZYV4818,Asia,2,Y,N,2173,2013,South,22076.95,4,Y,1
10389,EZYV4585,Asia,1,N,N,380,1997,South,611.2748,1,Y,0
10390,EZYV10633,Asia,1,N,N,3353,1992,West,123.42,1,Y,0
10391,EZYV3564,Asia,2,Y,N,1002,1884,Midwest,130009.87,4,Y,1
10392,EZYV23328,Asia,1,Y,Y,439,1996,South,100007.12,4,Y,1
10393,EZYV19286,Europe,3,N,Y,2033,1892,Midwest,35965.12,4,Y,1
10394,EZYV23613,Europe,4,Y,N,1457,2006,Northeast,46461.7,4,Y,1
10395,EZYV17963,Asia,3,Y,N,2150,1945,Midwest,124940.96,4,Y,1
10396,EZYV6177,Asia,1,Y,N,97234,1965,Northeast,91852.42,4,Y,0
10397,EZYV9955,Asia,2,Y,N,1722,1992,South,572.1175,1,Y,1
10398,EZYV18016,Asia,2,N,Y,308,1986,West,103913.4,4,Y,1
10399,EZYV6313,Asia,1,N,N,1463,1964,South,73495.67,4,Y,0
10400,EZYV12556,Asia,1,Y,N,1291,1999,South,97777.85,4,Y,0
10401,EZYV9989,Asia,3,Y,N,1893,1995,Midwest,120298.28,4,Y,0
10402,EZYV6840,North America,1,Y,N,361,2000,Northeast,128150.25,4,Y,1
10403,EZYV12104,North America,2,Y,N,2300,2005,Northeast,65693.84,4,N,1
10404,EZYV11533,Asia,2,N,N,1381,1998,Midwest,75021.96,4,Y,1
10405,EZYV21489,Europe,4,N,Y,4405,1996,West,16020.39,4,Y,1
10406,EZYV14171,North America,4,N,Y,729,2007,West,239880.69,4,Y,0
10407,EZYV7744,South America,2,Y,N,2931,2004,West,85595.5,4,N,0
10408,EZYV12005,Asia,1,N,N,2251,1968,South,129058.98,4,Y,1
10409,EZYV657,North America,1,Y,N,2477,1970,West,15506.4,2,Y,1
10410,EZYV10828,Asia,2,Y,N,2820,1869,Northeast,99639.81,4,N,1
10411,EZYV10384,North America,4,Y,N,4894,1968,Northeast,60934.98,4,Y,1
10412,EZYV6685,South America,2,Y,Y,4329,1999,Northeast,11492.12,4,Y,1
10413,EZYV22670,Europe,3,N,N,760,1902,South,55828.05,4,Y,0
10414,EZYV22726,Asia,2,Y,N,724,2013,South,138160.05,4,Y,1
10415,EZYV8187,Asia,1,Y,N,1081,1840,Northeast,49588.4,4,Y,0
10416,EZYV21051,Europe,2,Y,N,1499,2013,South,42385.24,4,Y,1
10417,EZYV16287,Asia,1,N,N,2593,2007,Northeast,148879.14,4,N,0
10418,EZYV3232,Asia,1,Y,N,254,1961,South,132646.71,4,Y,1
10419,EZYV20504,Asia,2,Y,Y,2000,1995,South,10533.99,4,Y,1
10420,EZYV11632,Asia,1,N,N,5053,1998,West,280175.95,2,Y,1
10421,EZYV22510,Asia,4,Y,N,4164,2004,South,78432.07,4,Y,1
10422,EZYV2485,Asia,1,Y,N,3518,2002,West,42739.8,4,Y,1
10423,EZYV13035,Asia,2,Y,N,3825,1993,Midwest,108869.01,4,N,1
10424,EZYV22323,Asia,1,Y,N,1682,2000,Midwest,30174.12,4,Y,1
10425,EZYV16950,South America,2,Y,N,4169,1999,Island,32865.26,4,Y,0
10426,EZYV7206,Asia,1,Y,N,875,2000,West,110675.52,4,Y,0
10427,EZYV21499,Asia,2,Y,N,4432,2007,Northeast,494.26,4,Y,0
10428,EZYV5968,Africa,1,N,N,1808,2001,South,21608.55,4,Y,1
10429,EZYV21902,Europe,4,N,N,437,1993,South,68894.96,4,Y,0
10430,EZYV13072,Asia,1,Y,N,2642,2000,South,86619.71,4,Y,0
10431,EZYV13543,North America,2,Y,N,1894,2000,South,97830.73,4,Y,1
10432,EZYV953,Asia,2,N,N,866,1898,Midwest,174812.84,4,Y,1
10433,EZYV18309,Asia,2,N,Y,3594,2011,West,110885.22,4,Y,0
10434,EZYV9362,North America,3,Y,N,2082,1994,West,805.131,1,Y,0
10435,EZYV16495,Asia,1,Y,N,2312,2007,West,67707.16,4,Y,1
10436,EZYV5665,North America,1,N,N,860,1998,West,123276.25,4,Y,0
10437,EZYV20165,Asia,2,Y,N,2001,1979,South,37002.66,4,Y,1
10438,EZYV7029,Asia,1,N,N,1716,2014,Northeast,100702.89,4,Y,0
10439,EZYV20752,Asia,1,N,N,2122,1968,South,64939.82,4,Y,1
10440,EZYV3410,Europe,1,Y,N,1660,1978,South,74312.28,4,Y,1
10441,EZYV21644,Europe,1,N,Y,3126,1800,South,192806.06,4,Y,1
10442,EZYV4776,Asia,4,Y,N,4615,1883,Northeast,57786.78,4,Y,1
10443,EZYV9911,North America,3,Y,N,616,1993,Midwest,67954.38,4,Y,0
10444,EZYV16736,North America,1,N,Y,973,2014,West,125015.28,4,Y,1
10445,EZYV23820,North America,1,Y,N,396,1994,West,122696.23,4,Y,1
10446,EZYV7193,North America,1,Y,N,1955,2013,West,28813.97,3,Y,1
10447,EZYV22061,Europe,1,N,N,1470,1969,Northeast,48983.55,4,Y,1
10448,EZYV22105,Asia,1,N,N,2721,1988,West,72195.55,4,Y,1
10449,EZYV1160,Asia,2,Y,N,1998,1996,South,81402.95,4,Y,1
10450,EZYV20203,Europe,2,Y,N,1725,2005,South,21239.28,4,Y,1
10451,EZYV1462,Europe,2,Y,N,3263,1975,Northeast,35823.47,4,Y,1
10452,EZYV14675,Asia,2,Y,Y,1986,2013,South,132164.41,4,Y,1
10453,EZYV9025,Asia,1,Y,N,5032,1956,Northeast,85737.5,4,N,1
10454,EZYV15186,North America,3,Y,N,20463,1943,Northeast,40058.99,4,Y,0
10455,EZYV16511,Asia,4,Y,N,3036,1969,Midwest,84905.57,4,Y,1
10456,EZYV7954,Asia,1,N,N,5959,1988,West,109430.43,4,Y,1
10457,EZYV7760,Asia,2,Y,N,1329,2009,Midwest,119030.45,4,Y,1
10458,EZYV8635,Asia,1,Y,N,183,1860,Midwest,110838.69,4,Y,1
10459,EZYV23111,North America,1,Y,N,854,1998,Northeast,444.8257,1,Y,0
10460,EZYV8119,Asia,1,Y,N,1927,1981,South,184.74,1,Y,0
10461,EZYV14121,Asia,2,Y,N,57179,2012,Midwest,136524.61,4,Y,1
10462,EZYV14854,North America,2,Y,N,1518,1889,Midwest,121356.52,4,Y,1
10463,EZYV20204,Europe,3,Y,N,770,1998,West,19915.33,4,Y,0
10464,EZYV16785,Asia,2,Y,N,1127,2012,South,19305.71,4,Y,1
10465,EZYV5153,Asia,3,N,N,1034,2000,Northeast,433.2396,1,Y,0
10466,EZYV1147,Europe,1,Y,N,1508,2006,South,51448.54,4,Y,1
10467,EZYV13949,Asia,1,Y,Y,1056,1998,West,20704.23,4,Y,1
10468,EZYV1938,North America,4,Y,N,2650,2002,Northeast,116816.09,4,Y,1
10469,EZYV18088,Asia,2,Y,Y,2130,2011,Midwest,124829.82,4,Y,0
10470,EZYV22873,Asia,3,Y,N,2142,1902,South,230.0556,1,Y,1
10471,EZYV12077,Asia,2,Y,N,1681,1984,Northeast,138570.06,4,Y,1
10472,EZYV22312,Asia,1,Y,N,546,2006,South,93697.92,4,Y,1
10473,EZYV11180,Asia,1,Y,N,2556,1992,Island,51775.82,4,Y,1
10474,EZYV22791,Europe,3,N,N,4027,1994,Northeast,47975.93,4,Y,1
10475,EZYV5915,Asia,1,Y,N,1275,1999,Northeast,30797.94,4,Y,1
10476,EZYV457,Europe,1,N,N,3542,1963,Northeast,248.6583,1,Y,1
10477,EZYV16544,Europe,4,N,N,1848,1993,Midwest,24347.03,4,Y,1
10478,EZYV21837,Asia,2,Y,N,3383,2008,South,101681.06,4,N,1
10479,EZYV5398,Asia,2,Y,N,3545,1861,South,106808.71,4,Y,1
10480,EZYV18884,Europe,2,Y,Y,167,1960,West,12621.24,4,Y,1
10481,EZYV3859,Oceania,3,Y,N,840,1996,West,12920.45,4,Y,1
10482,EZYV24605,South America,1,N,Y,2183,1960,West,14193.01,4,Y,1
10483,EZYV97,North America,1,Y,N,2573,1977,Northeast,91449.62,4,Y,0
10484,EZYV11700,North America,2,Y,N,3060,2003,South,3400.65,4,Y,1
10485,EZYV3131,Asia,1,Y,N,1547,1998,Northeast,452.2859,1,Y,1
10486,EZYV8016,Asia,4,N,N,1902,2010,Northeast,117063.42,4,Y,1
10487,EZYV10667,Europe,4,Y,N,1048,1998,Northeast,70070.29,4,Y,1
10488,EZYV6781,Europe,1,Y,Y,1914,2008,West,22556.1,4,Y,1
10489,EZYV12124,Asia,1,Y,N,3285,1998,South,31448.82,4,Y,0
10490,EZYV6619,Asia,1,N,N,862,1995,Northeast,301.0897,1,Y,1
10491,EZYV2628,North America,2,Y,N,3330,2001,South,44353.77,4,N,1
10492,EZYV3774,Asia,2,Y,N,2858,1956,Midwest,77835.18,4,N,1
10493,EZYV10560,Europe,1,N,N,871,2007,Northeast,23726.1,4,Y,1
10494,EZYV2240,Asia,2,N,N,264,1993,Midwest,31982.43,4,Y,1
10495,EZYV3664,Europe,1,Y,N,4615,1981,West,19654.37,4,Y,1
10496,EZYV20317,Europe,1,Y,N,221,1939,Northeast,121082.75,4,Y,1
10497,EZYV545,Asia,1,Y,N,4824,1996,West,49122.07,4,Y,1
10498,EZYV16571,Asia,1,N,N,3451,2010,Northeast,65566.28,4,Y,1
10499,EZYV9400,Asia,1,N,N,2449,1998,West,102154.08,4,Y,0
10500,EZYV11220,Europe,1,Y,N,4711,2007,West,47353.13,4,Y,0
10501,EZYV13940,Asia,1,Y,Y,1487,2001,Northeast,103105.48,4,Y,1
10502,EZYV5139,Asia,2,N,N,7739,2004,South,149454.94,4,N,1
10503,EZYV23285,Asia,3,N,N,267,1884,West,151.1779,1,Y,0
10504,EZYV2390,Asia,1,Y,N,289,1909,Northeast,67162.15,4,Y,1
10505,EZYV10940,Asia,3,Y,N,293,1997,Midwest,108513.62,4,Y,0
10506,EZYV4262,Asia,3,Y,N,2491,1841,South,98292.99,4,Y,0
10507,EZYV21565,Asia,1,Y,N,2001,2009,West,152133.79,4,Y,1
10508,EZYV23067,Asia,2,Y,N,1219,1998,South,32010.17,4,Y,1
10509,EZYV10584,Asia,3,Y,N,334,1996,Midwest,125352.49,4,Y,0
10510,EZYV3083,Europe,1,N,N,3605,2006,West,120965.82,4,Y,1
10511,EZYV13580,Asia,2,Y,N,47794,1989,South,38582.1,4,Y,1
10512,EZYV16854,Asia,1,Y,N,4176,1946,Midwest,57546.54,4,Y,0
10513,EZYV1055,Asia,1,Y,N,1430,1984,South,88052.65,4,Y,1
10514,EZYV15950,North America,3,Y,N,3634,1980,West,15207.7,4,Y,1
10515,EZYV22700,North America,1,N,N,1234,1931,West,174936.79,4,Y,1
10516,EZYV12256,Europe,4,Y,N,2625,2005,Northeast,87661.44,4,Y,1
10517,EZYV13349,South America,4,N,N,346352,2005,South,14381.98,4,Y,1
10518,EZYV11374,Asia,2,N,N,585,1986,Midwest,156304.54,4,Y,1
10519,EZYV5592,Asia,1,Y,N,1111,1998,West,62998.48,4,Y,1
10520,EZYV21824,North America,1,Y,N,357,1994,West,889.6182,1,Y,0
10521,EZYV25303,North America,2,Y,N,1967,2004,Northeast,41236.95,4,Y,0
